SPN,Description,Category,Unit,Min,Max,Priority,OEM,Notes
88925,Paccar Emissions 88925,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88926,Paccar Emissions 88926,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88927,Paccar Emissions 88927,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88928,Paccar Emissions 88928,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88929,Paccar Emissions 88929,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88930,Paccar Emissions 88930,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88931,Paccar Emissions 88931,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88932,Paccar Emissions 88932,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88933,Paccar Emissions 88933,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88934,Paccar Emissions 88934,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88935,Paccar Emissions 88935,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88936,Paccar Emissions 88936,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88937,Paccar Emissions 88937,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88938,Paccar Emissions 88938,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88939,Paccar Emissions 88939,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88940,Paccar Emissions 88940,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88941,Paccar Emissions 88941,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88942,Paccar Emissions 88942,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88943,Paccar Emissions 88943,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88944,Paccar Emissions 88944,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88945,Paccar Emissions 88945,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88946,Paccar Emissions 88946,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88947,Paccar Emissions 88947,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88948,Paccar Emissions 88948,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88949,Paccar Emissions 88949,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88950,Paccar Emissions 88950,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88951,Paccar Emissions 88951,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88952,Paccar Emissions 88952,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88953,Paccar Emissions 88953,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88954,Paccar Emissions 88954,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88955,Paccar Emissions 88955,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88956,Paccar Emissions 88956,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88957,Paccar Emissions 88957,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88958,Paccar Emissions 88958,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88959,Paccar Emissions 88959,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88960,Paccar Emissions 88960,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88961,Paccar Emissions 88961,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88962,Paccar Emissions 88962,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88963,Paccar Emissions 88963,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88964,Paccar Emissions 88964,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88965,Paccar Emissions 88965,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88966,Paccar Emissions 88966,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88967,Paccar Emissions 88967,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88968,Paccar Emissions 88968,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88969,Paccar Emissions 88969,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88970,Paccar Emissions 88970,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88971,Paccar Emissions 88971,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88972,Paccar Emissions 88972,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88973,Paccar Emissions 88973,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88974,Paccar Emissions 88974,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88975,Paccar Emissions 88975,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88976,Paccar Emissions 88976,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88977,Paccar Emissions 88977,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88978,Paccar Emissions 88978,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88979,Paccar Emissions 88979,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88980,Paccar Emissions 88980,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88981,Paccar Emissions 88981,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88982,Paccar Emissions 88982,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88983,Paccar Emissions 88983,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88984,Paccar Emissions 88984,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88985,Paccar Emissions 88985,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88986,Paccar Emissions 88986,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88987,Paccar Emissions 88987,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88988,Paccar Emissions 88988,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88989,Paccar Emissions 88989,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88990,Paccar Emissions 88990,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88991,Paccar Emissions 88991,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88992,Paccar Emissions 88992,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88993,Paccar Emissions 88993,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88994,Paccar Emissions 88994,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88995,Paccar Emissions 88995,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88996,Paccar Emissions 88996,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88997,Paccar Emissions 88997,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88998,Paccar Emissions 88998,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88999,Paccar Emissions 88999,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
89000,Paccar Safety System 89000,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89001,Paccar Safety System 89001,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89002,Paccar Safety System 89002,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89003,Paccar Safety System 89003,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89004,Paccar Safety System 89004,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89005,Paccar Safety System 89005,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89006,Paccar Safety System 89006,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89007,Paccar Safety System 89007,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89008,Paccar Safety System 89008,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89009,Paccar Safety System 89009,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89010,Paccar Safety System 89010,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89011,Paccar Safety System 89011,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89012,Paccar Safety System 89012,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89013,Paccar Safety System 89013,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89014,Paccar Safety System 89014,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89015,Paccar Safety System 89015,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89016,Paccar Safety System 89016,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89017,Paccar Safety System 89017,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89018,Paccar Safety System 89018,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89019,Paccar Safety System 89019,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89020,Paccar Safety System 89020,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89021,Paccar Safety System 89021,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89022,Paccar Safety System 89022,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89023,Paccar Safety System 89023,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89024,Paccar Safety System 89024,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89025,Paccar Safety System 89025,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89026,Paccar Safety System 89026,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89027,Paccar Safety System 89027,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89028,Paccar Safety System 89028,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89029,Paccar Safety System 89029,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89030,Paccar Safety System 89030,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89031,Paccar Safety System 89031,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89032,Paccar Safety System 89032,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89033,Paccar Safety System 89033,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89034,Paccar Safety System 89034,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89035,Paccar Safety System 89035,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89036,Paccar Safety System 89036,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89037,Paccar Safety System 89037,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89038,Paccar Safety System 89038,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89039,Paccar Safety System 89039,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89040,Paccar Safety System 89040,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89041,Paccar Safety System 89041,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89042,Paccar Safety System 89042,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89043,Paccar Safety System 89043,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89044,Paccar Safety System 89044,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89045,Paccar Safety System 89045,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89046,Paccar Safety System 89046,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89047,Paccar Safety System 89047,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89048,Paccar Safety System 89048,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89049,Paccar Safety System 89049,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89050,Paccar Safety System 89050,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89051,Paccar Safety System 89051,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89052,Paccar Safety System 89052,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89053,Paccar Safety System 89053,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89054,Paccar Safety System 89054,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89055,Paccar Safety System 89055,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89056,Paccar Safety System 89056,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89057,Paccar Safety System 89057,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89058,Paccar Safety System 89058,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89059,Paccar Safety System 89059,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89060,Paccar Safety System 89060,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89061,Paccar Safety System 89061,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89062,Paccar Safety System 89062,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89063,Paccar Safety System 89063,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89064,Paccar Safety System 89064,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89065,Paccar Safety System 89065,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89066,Paccar Safety System 89066,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89067,Paccar Safety System 89067,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89068,Paccar Safety System 89068,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89069,Paccar Safety System 89069,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89070,Paccar Safety System 89070,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89071,Paccar Safety System 89071,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89072,Paccar Safety System 89072,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89073,Paccar Safety System 89073,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89074,Paccar Safety System 89074,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89075,Paccar Safety System 89075,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89076,Paccar Safety System 89076,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89077,Paccar Safety System 89077,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89078,Paccar Safety System 89078,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89079,Paccar Safety System 89079,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89080,Paccar Safety System 89080,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89081,Paccar Safety System 89081,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89082,Paccar Safety System 89082,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89083,Paccar Safety System 89083,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89084,Paccar Safety System 89084,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89085,Paccar Safety System 89085,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89086,Paccar Safety System 89086,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89087,Paccar Safety System 89087,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89088,Paccar Safety System 89088,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89089,Paccar Safety System 89089,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89090,Paccar Safety System 89090,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89091,Paccar Safety System 89091,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89092,Paccar Safety System 89092,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89093,Paccar Safety System 89093,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89094,Paccar Safety System 89094,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89095,Paccar Safety System 89095,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89096,Paccar Safety System 89096,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89097,Paccar Safety System 89097,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89098,Paccar Safety System 89098,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89099,Paccar Safety System 89099,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89100,Paccar Safety System 89100,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89101,Paccar Safety System 89101,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89102,Paccar Safety System 89102,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89103,Paccar Safety System 89103,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89104,Paccar Safety System 89104,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89105,Paccar Safety System 89105,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89106,Paccar Safety System 89106,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89107,Paccar Safety System 89107,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89108,Paccar Safety System 89108,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89109,Paccar Safety System 89109,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89110,Paccar Safety System 89110,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89111,Paccar Safety System 89111,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89112,Paccar Safety System 89112,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89113,Paccar Safety System 89113,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89114,Paccar Safety System 89114,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89115,Paccar Safety System 89115,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89116,Paccar Safety System 89116,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89117,Paccar Safety System 89117,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89118,Paccar Safety System 89118,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89119,Paccar Safety System 89119,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89120,Paccar Safety System 89120,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89121,Paccar Safety System 89121,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89122,Paccar Safety System 89122,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89123,Paccar Safety System 89123,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89124,Paccar Safety System 89124,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89125,Paccar Safety System 89125,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89126,Paccar Safety System 89126,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89127,Paccar Safety System 89127,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89128,Paccar Safety System 89128,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89129,Paccar Safety System 89129,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89130,Paccar Safety System 89130,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89131,Paccar Safety System 89131,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89132,Paccar Safety System 89132,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89133,Paccar Safety System 89133,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89134,Paccar Safety System 89134,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89135,Paccar Safety System 89135,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89136,Paccar Safety System 89136,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89137,Paccar Safety System 89137,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89138,Paccar Safety System 89138,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89139,Paccar Safety System 89139,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89140,Paccar Safety System 89140,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89141,Paccar Safety System 89141,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89142,Paccar Safety System 89142,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89143,Paccar Safety System 89143,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89144,Paccar Safety System 89144,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89145,Paccar Safety System 89145,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89146,Paccar Safety System 89146,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89147,Paccar Safety System 89147,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89148,Paccar Safety System 89148,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89149,Paccar Safety System 89149,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89150,Paccar Safety System 89150,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89151,Paccar Safety System 89151,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89152,Paccar Safety System 89152,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89153,Paccar Safety System 89153,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89154,Paccar Safety System 89154,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89155,Paccar Safety System 89155,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89156,Paccar Safety System 89156,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89157,Paccar Safety System 89157,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89158,Paccar Safety System 89158,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89159,Paccar Safety System 89159,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89160,Paccar Safety System 89160,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89161,Paccar Safety System 89161,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89162,Paccar Safety System 89162,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89163,Paccar Safety System 89163,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89164,Paccar Safety System 89164,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89165,Paccar Safety System 89165,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89166,Paccar Safety System 89166,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89167,Paccar Safety System 89167,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
89168,Paccar Safety System 89168,Safety,,,,2,Paccar,Kenworth/Peterbilt proprietary
